text,care,fairness,non-moral,subversion,authority,loyalty,purity,betrayal,degradation,harm,cheating
"Time to galvanize Patriots against the DEMOCRAT THREAT TO OUR FREEDOMS &amp; LIVES!
- including the racist hate group #blacklivesmatter!",0,1,0,0,0,1,0,1,1,1,1
#FeesMustFall #BlackLivesMatter https://t.co/BQoLYTWEjg,0,1,0,1,1,0,0,0,0,0,1
#BlackLivesMatter Stand in Solidarity w/ #IndigenousPeoplesDay @wakiyan7 #AbolishColumbusDay http://t.co/dvUx62MpaY http://t.co/XDAaPFeLZO,0,1,0,0,0,1,0,0,0,0,0
#ICouldGoForSome Justice #BlackLivesMatter,0,1,0,0,0,0,1,0,0,0,0
"stop shaving, it's your manly dignity #IUIC #blackmen #blacklivesmatter #hispanictwitter #blackjesus #blacktwitter https://t.co/7xeuHr25bu",0,0,1,0,0,0,1,0,0,0,0
#Racist RepubliKKKan Traitors sell out country to undermine black president. #BlackLivesMatter #gop #tcot #Selma50 #r http://t.co/39iPTWrPds,0,0,0,0,0,0,0,1,0,1,1
COVENANT WEEK: Reclaiming Our Democracy #blacklivesmatter #colorofchange https://t.co/dXK0eFlJcP,1,1,1,0,0,1,0,0,0,0,0
"stop shaving, it's your manly dignity #BlackJesus #blacktwitter #iuic #blackmen #blacklivesmatter #hispanictwitter https://t.co/DeCKHUoXlH",0,0,1,0,0,0,1,0,0,0,0
#TakeDownTheFlag #BlackLivesMatter #AllLivesMatter #OurVoice75  @BlackPressUSA Unity for Equality and Freedom,1,1,0,0,0,1,0,0,0,0,0
#TakeDownTheFlag #BlackLivesMatter #AllLivesMatter #OurVoice75  @BlackPressUSA Unity for Equality and Freedom,1,1,0,0,0,1,1,0,0,0,0
Solidarity Forever#Ferguson#healstl#MikeBrown #BlackLivesMatter,1,0,0,0,0,1,1,0,0,0,0
Tell #Foxx to indict trump for inciting a riot #ArrestTrump #BastaTrump #blacklivesmatter #illinois #chicago,0,0,1,1,0,0,0,1,0,0,0
#hpm16 97% of #Americans want #palliativecare for #endOfLife  #alllivesmatter #moneytalk https://t.co/0UcGHpgw5W,0,0,1,0,0,0,0,0,0,0,0
"#Purdue #Ferguson solidarity walk-out today
#blacklivesmatter http://t.co/0ADB3j3k7s",0,0,1,0,0,1,0,0,0,0,0
The truth hurts to lairs... #iuic #endanargumentin5worDs #blacktwitter #blacklivesmatter #empire #christian #bible https://t.co/j4HT2Umwix,0,1,0,0,0,0,0,0,0,1,1
".""Indifference to injustice is more insidious than the injustice itself.""
-@CornelWest
#thoughtoftheday #BlackLivesMatter",0,0,0,0,0,0,0,0,0,1,1
"17 down only 99,983 to go lol. plz sign &amp;bring #warcriminals to #justice. #AllLivesMatter   http://t.co/3LVtYiFZxk",0,1,0,0,0,0,0,0,0,0,0
mother's day is paganism and idolatry #Blacktwitter #hispanictwitter #iuic #israelite #blacklivesmatter #mothersday https://t.co/0pgxhdY6VC,0,0,1,0,0,0,0,0,1,0,0
"#BlackLivesMatter 
#TakeDownTheFlag 
#HoorayDeray 
#CrushJimCrow 
#CharlestonTerrorism  https://t.co/M69YmLZuEJ",0,0,1,0,0,0,0,1,1,0,0
so hurt that we didn't get justice 😪 there was no type of risk of harm towards these officers #BLM RIP Dad ❤️👼🏾 https://t.co/Zr5LnJ2tvU,0,1,0,0,0,0,0,0,0,1,1
mother's day is paganism and idolatry #blacktwitter #hispanictwitter #iuic #israelite #Blacklivesmatter #mothersday https://t.co/hRWq1JqdLa,0,0,1,0,0,0,0,0,1,0,0
"""He would never intentionally hurt anyone!"" Kills an innocent man in cold blood for fun.  #BlackLivesMatter http://t.co/7tnSqLXE9D",0,0,1,0,0,0,0,0,0,1,0
Activists to Engage in Civil Disobedience - #Horses #Ranchers #BLM  http://t.co/s0PC1nKA4N,0,0,0,1,0,0,0,0,0,0,0
"Acts of compassion melt my heart

#madrid #holiday #blacklivesmatter matters #tie #love… https://t.co/JQ39qKSTnz",1,0,0,0,0,0,1,0,0,0,0
The inhumanity is astonishing http://t.co/xAP62qZTWd #BlackLivesMatter #P2 #whiteprivelege,0,0,0,0,0,0,0,0,1,1,0
"@terlyn222 So it's ""criminal"" to protest unjust murders of blacks by rogue cops!? NO! It's a Constitutional Right! #BLM #BlackLivesMatter",0,1,0,1,0,1,0,0,0,0,0
@CNN so generic. Would it hurt to use their names? #EricGarner #MikeBrown #ICantBreathe #HandsUpDontShoot #BlackLivesMatter,0,0,1,0,0,0,0,0,0,1,0
Civil disobedience in #KC #blacklivesmatter @mikebrown http://t.co/EVh1431Uvf,0,0,0,1,0,0,0,0,0,0,0
Consecrating courthouse with sacred oil #SacredSpace #MoralMonday #BlackLivesMatter http://t.co/LsIk27hrua,0,0,0,0,0,0,1,0,0,0,0
Faith community standing in solidarity with jasminethaG! #FreeJasmine #BlackLivesMatter https://t.co/d8ewKUYgX3,0,0,0,0,0,1,0,0,0,0,0
#Ferguson protesters arrested for civil disobedience – video #BlackLivesMatter http://t.co/TjsVc3vvob,1,0,0,1,0,0,0,0,0,0,0
homosexuality is a sin #iuic #blackjesus #blacktwitter #blacklivesmatter #africanamerican #bible #hispanictwitter https://t.co/eQO3Hg5clg,0,0,1,0,0,0,0,0,1,1,0
"another 1 gone today 
:( #alllivesmatter https://t.co/5WOwJ5LCnx",0,0,1,0,0,0,0,0,0,0,0
Then again the @NYPDnews has a proud tradition of violation of basic Constitutional rights #BlackLivesMatter @ACLU,0,0,0,1,0,0,0,1,0,0,1
homosexuality is a sin #Bible #hispanictwitter #iuic #blackjesus #blacktwitter #blacklivesmatter #africanamerican https://t.co/yZqxkJeFCB,0,0,1,0,0,0,0,0,1,1,0
"The horrifying pervasiveness of police brutality 
http://t.co/MFnCVq3CMh
#PoliceBrutality #BlackLivesMatter",0,0,0,0,1,0,0,0,1,1,0
@HawkHogan2012 @1_Hoof_Hearted a black soldier died looking for a traitor being defended by Obama #BlackLivesMatter,1,1,1,0,0,0,0,1,0,1,0
Calling the bullshit! #BlackLivesMatter: America’s Racial Degeneracy and Cowardice http://t.co/p5GzeJqdOI,0,0,1,0,0,0,0,0,1,1,1
"Their lives mattered... Those innocent victims like Sandra, Freddie and countless others. #BlackLivesMatter show them compassion",1,0,0,0,0,1,1,0,0,1,0
"We live in a sick world man ,my heart goes out to their family no one deserves to ever die like that #AllLivesMatter http://t.co/mA3z3AA9zf",1,0,0,0,0,0,1,0,1,0,0
#Memphis solidarity #believememphis #gritngrind #GrizzNation #blacklivesmatter #icantbreathe #stoppolicebrutality http://t.co/FmJEO7ELda,0,0,0,0,0,1,0,0,0,1,0
"@Mostlikedvideos Holy fuck. That's awful. 
#BlackLivesMatter",0,0,1,0,0,0,0,0,0,0,0
mother's day is paganism and idolatry #blacktwitter #hispanictwitter #iuic #israelite #BlackLivesMatter #mothersday https://t.co/9UFBbXsv0D,0,0,1,0,0,0,0,0,1,1,0
Liberty and Justice for All #justice #protest #icantbreathe #blacklivesmatter #EricGarner #mikebrown… http://t.co/QoIe4D6tYe,0,1,0,0,0,0,0,0,0,0,0
Utterly embarrassing for a great university. Once again #BlackLivesMatter acts backfire and hurt themselves.  https://t.co/LrvjqlaAIU,0,0,1,0,0,0,0,0,0,1,1
"Solidarity to #BLM in Minneapolis. Persevere, friends.",0,1,0,0,0,1,0,0,0,0,0
Justice for #NicholasThomas #BlackLivesMatter #StopTheViolence,1,1,0,0,0,1,0,0,0,0,0
Genocide @ZionTurel Rituals of Blood and Human Sacrifice. (Orlando Patterson describing Lynching and Ritualized Murders). #BlackLivesMatter,0,0,0,0,0,0,0,0,0,1,0
#Cnn #Aclu #Obama #Missouri #BlackLivesMatter Hundreds of years of lies and distortions manipulating and death ..Protecting White Criminals,0,0,0,0,0,0,0,0,0,1,1
"Solidarity
#NotYourMascot
#MMIW
#BlackLivesMatter
#SayHerName
Our humanity unites us.
@JenGwenSven @bmoreconnected @daefwane",0,0,0,0,0,1,0,0,0,0,0
"@newtgingrich Obama has done NOTHING but weaken this nation,  killed Binladin BIG deal, CHIEF ISIS #BLM . TRAITOR COWARD MUSLIM",0,0,0,1,0,0,0,1,0,1,0
#PrivatePrisons #MassIncarceraton #Prisons4Profit #CollegeforAll #BLM #BlackWomen #Latinos #CJReform #BernieOrBust https://t.co/WQEsxMh6yA,0,0,1,0,0,0,0,0,1,0,1
Absolutely devastated to hear of more violence and bloodshed. #DallasPoliceShooting #AllLivesMatter,1,0,0,0,0,1,1,0,0,1,0
Holy shit...the fear is so deeply ingrained #BlackLivesMatter #AltonSterling #blm  https://t.co/ypFURJ7qUN,0,0,1,0,0,0,0,0,0,1,0
"@RealJamesWoods @AnthonyCumia @OpieRadio 
NO outrage, looting, civil Disobedience etc..
For Sherrif Darren Goforth?Thx #BlackLivesMatter",0,0,0,1,1,0,0,0,0,1,0
"🙏🏾 #PrayForParis 🇫🇷 #myheartgoesout #alllivesmatter @ Paris, France https://t.co/2jzofo0e2m",1,0,1,0,0,0,0,0,0,0,0
@ArevaMartin @TheDrPhilShow #BlackLivesMatter Unfair legal citizens held accountable if break law yet illegal immigrants get away w/breaking,0,0,0,1,0,0,0,0,0,0,1
WhitePeopleNeedToUnderstand we're not protesting against them.We're protesting against systems of injustice &amp; inequality #BlackLivesMatter,1,1,0,1,0,0,0,0,0,0,1
crossdressing is a sin #iuic #Blackjesus #blacktwitter #blacklivesmatter #africanamerican #manskirt https://t.co/Bn2h6ZISVV,0,0,1,0,0,0,0,0,1,1,0
@TheTruth24US Now we all need to take to the street again #BlackLivesMatters #AllLivesMatter #racism #Worldwide #Africa #Europe #America,0,0,1,0,0,1,0,0,0,0,0
"If we're passionate, we're angry. If we're smart, we're trying to be white. If we're dead, they tell us we deserved it. #BlackLivesMatter",0,0,1,0,0,0,0,0,0,1,1
@NuBlackVision it is a part of The disregard and disrespect for the life for #BlackLivesMatter,0,0,0,1,0,0,0,1,0,1,1
#UNCF #BlackLivesMatter #BetterFutures Respect,0,0,1,0,1,0,0,0,0,0,0
"--&gt; LIFE MATTERS!  &lt;--
#BlackLivesMatter #CecilTheLion matters
--&gt; YOU MATTER &lt;--
Teach your children love and compassion for all lives
AMEN",1,1,0,0,0,0,0,0,0,0,0
@H0XH4 @PostRacialMyAss This HURTS SO F-/KING BAD!!! #BlackLivesMatter,0,0,1,0,0,0,0,0,0,1,0
"White man stands off cops with gun, in midday shootout, taken alive. #AllLivesMatter unless you're Black then #notsomuch #BlackLivesMatter",0,0,0,0,0,0,0,1,0,0,1
Economic justice #FightFor15 racial justice #BlackLivesMatter #Bernie2016 #BernieSanders,1,1,0,0,0,1,0,0,0,0,0
justice for #TerranceKellum. #Detroit #BlackLivesMatter #PeaceZonesforLife http://t.co/9aQFlnlhi2,1,1,0,0,0,0,0,0,0,0,0
"Death is hard #murder is worse! #justice4cindy #alllivesmatter,. LE OA &amp; JUDGE ""H"" you're #notabovethelaw https://t.co/sBqvrT6L2x",0,1,0,0,0,0,0,1,0,1,0
"""The Nypd Managed to sedate, capture, and do no harm to a wild cyote"" #ShutItDown #BlackLivesMatter #BaltimoreUprising #UnionSquare",1,1,1,0,0,0,1,0,0,1,0
The latest The Daily News Index! https://t.co/ISVVQDEpd1 #alllivesmatter #prayforamerica,0,0,1,0,0,0,0,0,0,0,0
"@local24rudy Hallow points and holy ground:: https://t.co/RVMIb2Ky7J
#StayWoke
#BlackLivesMatter
#PleaseShare",0,0,1,0,0,0,0,0,0,0,0
Racist scumbag #BlackLivesMatter #Charleston #BlackTwitter http://t.co/3ra7Fafq1v,0,0,0,0,0,0,0,0,1,1,1
"Heads Up: I'm reporting anyone who threatens harm to Donald Trump, or to anyone. #FeelTheBern #CruzCrew #BLM",0,0,1,1,0,0,0,0,1,1,0
The truth hurts to lairs... #iuic #endanargumEntin5words #blacktwitter #blacklivesmatter #empire #christian #bible https://t.co/j4HT2Umwix,0,1,1,0,0,0,0,0,0,1,1
"@CNN Harry Houke, Guiliani and Trump, all have a deficit in empathy and compassion for people of color. Exactly why OJ was acquitted.#BLM",1,0,0,0,0,0,0,1,0,1,1
Injustice to anyone should be injustice to everyone #MuslimsForGray #Muslims4Gray #BlackLivesMatter #MSNBC http://t.co/WvZ92zTylv,0,1,0,0,0,1,0,0,0,0,1
@MattMcGorry Thank you 4 having an open heart and compassion 4 understanding that #BlackLivesMatter Having compassion 4 others is the key,1,0,0,0,0,0,1,0,0,0,0
#BlackLivesMatter: America’s Racial Degeneracy and Cowardice http://t.co/Qz1bEoK3Mt,0,0,1,0,0,0,0,0,1,1,1
“@KaliforniaSun_: Cnn named the top trend of 2014 #AllLivesMatter http://t.co/uC4Yu4igOz”😒😒😒😒,0,0,1,0,0,0,0,0,0,0,0
Leftists &amp; #BlackLivesMatter Threaten MASSIVE Riots and 'Largest Civil Disobedience Act of the https://t.co/4D5P3EhfFD,0,0,0,1,0,0,0,0,0,0,0
Leftists &amp; #BlackLivesMatter Threaten MASSIVE Riots and 'Largest Civil Disobedience Act of the https://t.co/bZeK38ofB3,0,0,0,1,0,0,0,0,0,0,0
"The freedoms our forefathers fought for, we should uphold with every ounce of our moral and social fiber. #BaltimoreRiots #BlackLivesMatter",0,1,0,0,1,1,0,0,0,1,1
#BernieSandersPresident2016 #BlackLivesMatter #Vets4Bernie #UniteBlue  https://t.co/K3xgphPRWB,0,0,1,0,0,1,0,0,0,0,0
#BarackObama #CNN #BreakingNews #Police #AllLivesMatter #NewWorldOrder  https://t.co/mxdBHkDb2s,0,0,1,0,1,0,0,0,0,0,0
Respect 👊🏻👏🏻👍🏻 #Baltimore #Ferguson #jayz #beyonce #blacklivesmatter #respect https://t.co/ixgiwdAMm3,0,0,1,0,1,0,0,0,0,1,0
"In honor of Dr. King you should've no choice but to enact Civil Disobedience and to Boycott! VOTE RACISTS FROM OFFICE!
#BlackLivesMatter",0,0,0,1,0,0,0,0,0,1,1
Capitalist #Christians pissed re #BLM @MallofAmericaMN Wed. NOTE: Jesus arrested/crucified for civil disobedience #CantServe2Masters #JOHN13,0,0,1,1,0,0,1,0,0,1,1
Justice for #LinwoodLambert #BlackLivesMatter,1,1,0,0,0,0,0,0,0,0,0
Showing #kindness in memory of #MLKDay. #BlackLivesMatter #KindnessMatters #FierceLoveMatters https://t.co/nOLyyKMngG,1,0,0,0,0,0,1,0,0,0,0
Empathy and love carry the human spirit #BlackLivesMatter. This shouldn't have to be clarified.,1,1,0,0,0,0,0,0,0,0,0
"When #FoxNews sycophants deny racism and condemn #BlackLivesMatter, they're disrespecting deaths of #EricGarner, etc http://t.co/7FYuWH80P0",0,0,0,1,0,0,0,1,0,1,1
"Disrespect humanity, #BlackLivesMatter https://t.co/VhW3wv0Zzw",0,0,0,1,0,0,0,1,0,1,1
"😔😢😥 Not shocked, not surprised, but hurt and disappointed. #BlackLivesMatter #ericgarner #NYC… http://t.co/cx5FZImDEA",0,0,1,0,0,0,0,1,0,1,1
#SandraBland #BlackLivesMatter #SayHerName  https://t.co/UJrJS4TQc9,0,0,0,0,0,0,0,0,1,1,1
All Our Grievances are Connected.  #ShutDownA14 #FightFor15 #BlackLivesMatter #OWS #IdleNoMore In pursuit of Equal Rights &amp; Justice,1,1,0,0,0,0,0,0,0,0,0
"Syrian solidarity
#Syria #ICantBreathe #BlackLivesMatter #Ferguson #MillionsMarchNYC #YaMeCanse3 #ISIS #CRomnibus http://t.co/vQhfEcFngn",1,1,0,0,0,1,0,0,0,0,0
@RE_invent_ED appreciate ur deep understanding &amp; nous with respect to solidarity #Ferguson #BlackLivesMatter #BlackHumanity absolute freedom,1,1,0,0,1,1,0,0,0,0,0
"""@koifresco: in the words of #MLK  ""hate cannot drive out #hate . only #love  can do that."" #ChapelHillShooting  ""
#AllLivesMatter 
#PJNET",1,1,1,0,0,1,0,0,0,0,0
homosexuality is a sin #IUIC #bible #hispanictwitter #blackjesus #blacktwitter #blacklivesmatter #africanamerican https://t.co/yQzurx0JzM,0,0,1,0,0,0,0,1,1,0,1
@lenubienne Refusal to obey an occupying power- at it's finest. #ShutItDown #BlackLivesMatter,0,0,0,1,0,0,0,0,0,1,1
2.9.15 | Respect 💯 | #rns #blacklivesmatter | wakaflockabsm https://t.co/cwoQC9O9uV,0,0,1,0,1,0,0,0,0,0,0
#BLM #BackTheBlue #BatonRouge No more violence!  Obey the law &amp; the law won't bother you! https://t.co/ACvNoSdXAw,1,1,0,0,1,0,0,0,0,1,0
"#NoJusticeNoXmas! 

Solidarity with #BlackXmas2 #Justice4Jamar #BlackLivesMatter https://t.co/ADU5udiSgj",0,0,0,0,0,1,0,0,0,0,0
Justice for Tamir!!! #blacklivesmatter,1,1,0,0,0,1,1,0,0,0,0
#neverHillary a lying cheating criminal rewards @DWStweets 4 #DNC cheating no #justice4all #uniteblue #BLM #LATINOS https://t.co/dJx8bxM7Ve,0,0,0,0,0,0,0,0,1,0,1
"Can I get some support  
#allLivesmatter",1,1,1,0,0,1,0,0,0,0,0
#AllLivesMatter sick of the racism bullshit. Stop keeping it alive by putting a certain race in the spotlight.,1,1,0,0,0,0,0,0,1,1,1
"@MiltShook It's unfair because they acted in bad faith, falsely misrepresenting Bernie Sanders as an opponent of #BlackLivesMatter",0,0,1,0,0,0,0,0,0,0,1
"#BlackLivesMatter, Criminalization, and #Disaster Justice | NAACP http://t.co/K5iyh0TF8S",0,1,1,0,0,0,0,0,0,0,0
In our grief we must be mindful that these heinous attacks happen every day in other parts of the world. #alllivesmatter,1,1,0,0,0,0,0,0,0,1,0
The desecration of humanity is nothing to celebtate #AbolishColumbusDay #BlackLivesMatter #ColumbusDay http://t.co/MwBSmLcxKv,0,0,0,0,0,0,0,0,1,1,1
"Compassion is revolution! Respect Existence, or Expect Resistance! #ShutItDown #ICantBreathe #Ferguson #BlackLivesMatter",1,1,0,1,1,0,0,0,0,0,0
"#WhitePrivilege is seeing a racist unjust system/centuries of oppression n thinking ""ya but sunburns hurt like a bitch"" #BlackLivesMatter",0,0,0,0,0,0,0,0,0,1,1
@Teressa_Raiford @BernieSanders  #BlackLivesMatter  #WeStandTogether #BerniePDX  Solidarity +Big Respect to Teressa http://t.co/hVBdbfWx8d,0,0,1,0,1,1,0,0,0,0,0
MSP solidarity #BlackLivesMatter  https://t.co/fDMEkbIHqE,0,1,1,0,0,1,0,0,0,0,0
https://t.co/y9Sb6BkfI7 Jesus protect the powerless from the powerful who wish to do them harm #LordHaveMercy #shehasaname #blacklivesmatter,1,0,0,0,0,1,1,0,0,1,0
Patriots Stand in Defiance Of Tyrannical Government #Oregon #BLM #Obama https://t.co/ICg42H7S5x  @YouTube Read More https://t.co/Jy8l4oBkia,1,0,0,1,0,1,0,1,0,0,1
@owillis Injustice anywhere is injustice everywhere. #BlackLivesMatter,0,0,0,0,0,0,0,1,0,0,1
#AllLivesMatter https://t.co/gOplK87SrL,0,0,1,0,0,0,0,0,0,0,0
"--&gt; ""@MrDavidJohns: We've got to build compassion @SistahScholar #BlackLivesMatter”",1,1,0,0,0,0,1,0,0,0,0
"All lives, all prayer, matters. Picking sides has issue. Let us be same team and simply be anti-ignorance. #AllLivesMatter #AllPrayerMatter",1,1,1,0,0,1,1,0,0,0,0
The Clintons' shameful hypocrisy on racism by Paul Heideman #BLM #BlackLivesMatter #feelthebern #southcarolina https://t.co/91qmVxOFI0,0,0,0,0,0,0,0,0,0,1,1
#farm365 #openthebarns #AllLivesMatter #govegan #endslavery #Crueltyfree #AgGag #evolve #carnism https://t.co/p3KgX1361G,1,0,1,0,0,0,0,0,0,1,0
.Read about The #CDCwhistleblower Fraud http://t.co/KNVvTTdGRP ✅ http://t.co/udriBapLvp  http://t.co/EhVVwD4xWO #BlackLivesMatter #Christmas,0,0,1,0,0,0,0,0,0,0,1
"@MReed_WREG3 Hallow points and holy ground:: https://t.co/RVMIb2Ky7J
#StayWoke
#BlackLivesMatter
#PleaseShare",0,0,1,0,0,0,1,0,0,0,0
#BlackLivesMatter justice for #FreddieGray #AkaiGurley #EricGardner #TerrenceKellum #RekiaBoyd #MikeBrown http://t.co/2tr5hFU82M,1,1,0,0,0,1,0,0,0,0,0
Drop truth @HillaryClinton going hard against INjustice System #ImWithHer #BlackLivesMatter #BrownLivesMatter #FreePalestine #Election2016,1,1,0,0,0,1,0,0,0,0,1
"@michellemalkin
@seanhannity

WHO IS PAYING 4  needing ""assistance"" ? Soros?

http://t.co/2M5ZL9yyX0
#AllLivesMatter",0,0,1,0,0,0,0,0,0,0,0
"Amazing, seeing all the people gathered for the #DarrenGoforth vigil! 🙏 #AllLivesMatter",1,1,1,0,0,1,0,0,0,0,0
Arizona: @HillaryClinton’s Election Fraud Exposed - #ImWithHer #FeelTheBern #BLM  https://t.co/Z32ozdNnMB,0,0,0,0,0,0,0,1,0,0,1
@jonstewartbooks @WeLOGOFF #charleston #BlackLivesMatter http://t.co/cmwalnRLe7 thank you for showing true compassion,1,0,0,0,0,0,1,0,0,0,0
#FreddieGray #BlackGirlsMatter #BlackLivesMatter  https://t.co/yzqVw7wIlO,0,0,0,0,0,0,0,0,1,1,1
Equality for all #BlackLivesMatter ✊,1,1,0,0,0,0,0,0,0,0,0
"Do the ppl who change #BlackLivesMatter to #AllLivesMatter run thru a cancer fundraiser screaming ""all diseases matter?"" RT @arhtur_affect",0,0,1,0,0,0,0,0,0,0,1
Respect the jury's decision? #BlackLivesMatter #MillionMarchNYC #ThisStopsToday http://t.co/daXMaM6WfB,0,0,0,0,1,1,0,0,0,0,1
@HillaryClinton #NotMeUs #imwithher #FeelTheBern #NYPrimary #NewYorkPrimary #NewYork #BlackLivesMatter  https://t.co/jSHDSRqDot,0,0,1,0,0,0,0,0,0,0,0
prohibitionists just unleashed this repugnant statement about harm reductio; let’s tear it apart https://t.co/X1TUYcjKzM #Blacklivesmatter,1,0,0,0,0,0,0,1,1,1,0
The dehumanization of Black bodies is nothing new. #BlackLivesMatter  #springvalleyhigh,0,0,0,0,0,0,0,1,1,1,1
#BlackLivesMatter: America’s Racial Degeneracy and Cowardice http://t.co/HY5xd2EJCZ,0,0,1,1,0,0,0,0,1,1,1
"""Fate Cannot Harm Me..."" #Rastus #CreamOfWheat #BlackLivesMatter #painting #art http://t.co/c3Ua9Qd58e",0,0,1,0,0,0,0,0,0,1,0
"@jstines3 @SheriffClarke #alllivesmatter #WakeUpAmerica There is no excuse for this. Back to the basics in education, discipline, respect.",0,0,1,0,1,0,0,0,0,1,1
@WCCO really so a pro racism slavery sedition and hatred group didn't like #BlackLivesMatter #Shocker!!!,0,0,0,0,0,0,0,1,0,1,1
"Pssst.... pass it on! No More of this!
#BLM
#racismisntfunny 
#WeDenounceTrump  and #TodayIAmMuslim https://t.co/ttZL4K7vQx",0,0,1,1,0,0,0,0,0,1,1
"@CNN Hallow points and holy ground:: https://t.co/RVMIb2Ky7J
#StayWoke
#BlackLivesMatter
#PleaseShare",0,0,1,0,0,0,1,0,0,0,0
With Liberty and Justice for...?&gt;&gt;&gt;&gt;&gt;&gt;#Ferguson #BlackLivesMatter #PeaceProtest,0,1,1,0,0,0,0,0,0,0,0
"23 #TransWomen murdered in 2015
is not KINDNESS 

#SOTU #SOTURebuttal 

#BlackLivesMatter @… https://t.co/V6sQHySjZ8",1,0,1,0,0,0,0,0,0,1,0
"Dignity 

#BlackLivesMatter
#SandraBland 
https://t.co/v1xXoTfeZk https://t.co/hL4UtGRxdN",0,0,1,0,0,0,1,0,0,0,0
Memo to those who don’t like #Beyonce or #BlackLivesMatter: Rudy Guiliani isn’t your best spokesman https://t.co/srxfiuWYpG ~washingtonpost,0,0,1,0,0,0,0,0,0,0,0
If #BlackLivesMatter  why do blacks have the highest #abortion rate and keep making babies to starve? #noprotestsoverblackabortion,0,0,0,0,0,0,0,0,0,1,1
k(no)w justice k(no)w ...#BlackLivesMatter #stl @DreadHead_46 https://t.co/BzA9IQn5Ov http://t.co/OKZQobCJvO,0,1,1,0,0,0,0,0,0,0,1
Reflections on #Ferguson: “This Here is Sacred Space #BlackLivesMatter... http://t.co/H4kHvFIE3r,0,0,1,0,0,0,1,0,0,0,0
I'm tired of being heartbroken about racism and injustice in America. #BlackLivesMatter,1,0,0,0,0,0,1,0,0,1,1
Unjust laws exist; shall we be content to obey them? #ToSpeakNoEvil #BlackLivesMatter #BlackSpring,0,0,0,1,1,0,0,0,0,0,1
#WeCannotBreath - Justice matter! Justice for all!  #BlackLivesMatter http://t.co/AfYZa96MLH,1,1,0,0,0,0,0,0,0,0,0
Liberty and Justice for who?? #FergusonDecision #MikeBrown #NoIndictment #BlackLivesMatter,0,1,0,0,0,0,0,0,0,0,1
"@AThompson_WREG3 Hallow points and holy ground:: https://t.co/RVMIb2Ky7J
#StayWoke
#BlackLivesMatter
#PleaseShare",0,0,1,0,0,0,1,0,0,0,0
Anyone who hurts police is hurting &amp; BETRAYING #BLM. Do NOT hurt ANYONE in the name of this PEACEFUL movement. STOP. #DallasPoliceShootings,1,0,0,1,0,0,0,1,0,1,0
In Solidarity w/Yale https://t.co/amER4JZmCs #Blacklivesmatter #Brownlivesmatter #CampusDiversity https://t.co/m6mfMSsbgo,0,0,0,0,0,1,0,0,0,0,0
"""One has a moral responsibility 2 disobey unjust laws"" #MLK #ReclaimMLK #immigration #BlackLivesMatter #LGBTQ #UMCGC",0,0,1,1,0,0,0,0,0,0,1
Black Lives Matter #BLM fulfill the narrative of hatred &amp; violence they agitate to oppose. It's simply anti #LawAndOrder thuggery #LEO #tcot,0,0,0,1,0,0,0,0,1,1,0
Sanctimonious sentencing/shaming of Atlanta teachers reveals sanctity of high-stakes tests:http://t.co/5LNYbOCKmY #edchat #BlackLivesMatter,0,0,1,0,0,0,1,0,0,0,0
"Death is hard #murder is worse! #justice4cephus #alllivesmatter,. PA reopen case investigate! https://t.co/HEvmeeUX3H",0,0,0,0,0,0,0,0,0,1,1
"@AmyMek well, for the leftist terrorist savages of liberal anti-civility and cuck #BLM slave runners outright murder IS ""playful"" #Chicago",0,0,1,1,0,0,0,0,1,1,0
mother's day is paganism and idolatry #blacktwitter #hispanictwitter #iuic #israelite #blacklivesmatter #MothersDay https://t.co/F8c0AXUHHq,0,0,1,0,0,0,0,0,1,0,0
@Morning_Joe stop trying to explain murder and prosecute the sociopath liars and killers cops. #morningjoe #BlackLivesMatter  #,0,0,0,0,0,0,0,0,0,1,1
Reclaiming Dignity (A Message To Protestors) #MikeBrown #AkaiGurley #EricGarner #TamirRice #BlackLivesMatter : http://t.co/7wXb5gREzs,0,0,1,0,0,0,1,0,0,0,0
"#ALLLIVESMATTER EXTENDS CONDOLENCES TO 
THE FAMILY &amp; LOVED ONES OF Patrick Aylwin of #CHILE 
MAY GOD BLESS YOU AND COMFORT-CARE FOR YOU ALL!",1,1,0,0,0,1,1,0,0,0,0
"#BlackLivesMatter Protesters Disrespect Veteran, Stomp on US Flag – “&amp;&amp;&amp;&amp; This Flag!” (VIDEO) http://t.co/PfBGMS4PjG",0,0,1,1,0,0,0,1,0,0,0
"stop shaving, it's your manly dignity #blacktwitter #iuic #Blackmen #blacklivesmatter #hispanictwitter #blackjesus",0,0,1,0,0,0,1,0,0,0,0
Injustice anywhere is injustice everywhere. #BlackLivesMatter,0,1,0,0,0,0,0,0,0,1,1
@HillaryClinton is lawless why would #BLM obey the laws.,0,0,1,1,1,0,0,0,0,0,0
@TheJonathanNg Some ppl want absolute chaos and lawlessness to rule society. #BlackLivesMatter,0,0,0,1,0,0,0,0,0,0,0
"@MyBlackMatters2 If a Republican ends up in the White House, BlackPeople can Hang it up #CNBCGOPDebate  #BlackLivesMatter",0,0,1,0,0,0,0,0,0,0,0
Justice for meek! #BlackLivesMatter lmfao!!!!,0,1,0,0,0,1,0,0,0,0,0
